DateTime,Junction,Vehicles,ID,Event,Temperature (°F),Humidity (%),Pressure (in),Wind Speed (mph),Hour,DayOfWeek,IsWeekend,IsEvent
2015-03-11 15:00:00,1,26,20151103151,NoEvent,59,71,29.17,17,15,2,0,0
2015-03-11 16:00:00,1,28,20151103161,NoEvent,63,67,29.11,18,16,2,0,0
2015-03-11 17:00:00,1,26,20151103171,NoEvent,62,72,29.01,18,17,2,0,0
2015-03-11 18:00:00,1,25,20151103181,NoEvent,63,68,29.27,19,18,2,0,0
2015-03-11 19:00:00,1,29,20151103191,NoEvent,57,66,29.23,19,19,2,0,0
2015-03-11 20:00:00,1,26,20151103201,NoEvent,61,67,29.2,20,20,2,0,0
2015-03-11 21:00:00,1,24,20151103211,NoEvent,57,67,29.14,21,21,2,0,0
2015-03-11 22:00:00,1,25,20151103221,NoEvent,61,66,29.03,22,22,2,0,0
2015-03-11 23:00:00,1,20,20151103231,NoEvent,62,71,29.26,23,23,2,0,0
2015-04-11 00:00:00,1,18,20151104001,NoEvent,64,90,29.16,0,0,5,1,0
2015-04-11 01:00:00,1,18,20151104011,NoEvent,61,87,29.16,1,1,5,1,0
2015-04-11 02:00:00,1,13,20151104021,NoEvent,53,94,29.08,1,2,5,1,0
2015-04-11 03:00:00,1,13,20151104031,NoEvent,48,95,29.02,2,3,5,1,0
2015-04-11 04:00:00,1,10,20151104041,NoEvent,45,94,29.12,2,4,5,1,0
2015-04-11 05:00:00,1,12,20151104051,NoEvent,43,100,29.29,3,5,5,1,0
2015-04-11 06:00:00,1,13,20151104061,NoEvent,45,99,29.0,3,6,5,1,0
2015-04-11 07:00:00,1,11,20151104071,NoEvent,39,99,29.04,3,7,5,1,0
2015-04-11 08:00:00,1,13,20151104081,NoEvent,41,101,29.28,4,8,5,1,0
2015-04-11 09:00:00,1,22,20151104091,NoEvent,40,99,29.02,5,9,5,1,0
2015-04-11 10:00:00,1,26,20151104101,NoEvent,43,95,29.09,5,10,5,1,0
2015-04-11 11:00:00,1,27,20151104111,NoEvent,43,99,29.1,6,11,5,1,0
2015-04-11 12:00:00,1,31,20151104121,NoEvent,47,98,29.18,7,12,5,1,0
2015-04-11 13:00:00,1,24,20151104131,NoEvent,53,95,29.26,7,13,5,1,0
2015-04-11 14:00:00,1,23,20151104141,NoEvent,57,95,29.22,8,14,5,1,0
2015-04-11 15:00:00,1,26,20151104151,NoEvent,59,92,29.23,8,15,5,1,0
2015-04-11 16:00:00,1,26,20151104161,NoEvent,61,91,29.27,9,16,5,1,0
2015-04-11 17:00:00,1,24,20151104171,NoEvent,60,87,29.23,9,17,5,1,0
2015-04-11 18:00:00,1,23,20151104181,NoEvent,55,89,29.06,9,18,5,1,0
2015-04-11 19:00:00,1,25,20151104191,NoEvent,61,87,29.04,10,19,5,1,0
2015-04-11 20:00:00,1,26,20151104201,NoEvent,59,92,29.08,11,20,5,1,0
2015-04-11 21:00:00,1,24,20151104211,NoEvent,59,89,29.26,12,21,5,1,0
2015-04-11 22:00:00,1,26,20151104221,NoEvent,59,87,29.29,13,22,5,1,0
2015-04-11 23:00:00,1,24,20151104231,NoEvent,60,89,29.15,14,23,5,1,0
2015-05-11 00:00:00,1,19,20151105001,NoEvent,73,63,29.15,1,0,0,0,0
2015-05-11 01:00:00,1,20,20151105011,NoEvent,70,67,29.22,1,1,0,0,0
2015-05-11 02:00:00,1,18,20151105021,NoEvent,62,67,29.29,2,2,0,0,0
2015-05-11 03:00:00,1,13,20151105031,NoEvent,61,66,29.17,3,3,0,0,0
2015-05-11 04:00:00,1,13,20151105041,NoEvent,54,71,29.29,4,4,0,0,0
2015-05-11 05:00:00,1,9,20151105051,NoEvent,50,74,29.25,4,5,0,0,0
2015-05-11 06:00:00,1,12,20151105061,NoEvent,53,70,29.02,5,6,0,0,0
2015-05-11 07:00:00,1,12,20151105071,NoEvent,52,69,29.23,5,7,0,0,0
2015-05-11 08:00:00,1,15,20151105081,NoEvent,48,69,29.17,5,8,0,0,0
2015-05-11 09:00:00,1,16,20151105091,NoEvent,53,69,29.24,5,9,0,0,0
2015-05-11 10:00:00,1,23,20151105101,NoEvent,53,69,29.15,6,10,0,0,0
2015-05-11 11:00:00,1,24,20151105111,NoEvent,50,69,29.2,7,11,0,0,0
2015-05-11 12:00:00,1,25,20151105121,NoEvent,53,69,29.01,8,12,0,0,0
2015-05-11 13:00:00,1,24,20151105131,NoEvent,62,66,29.22,8,13,0,0,0
2015-05-11 14:00:00,1,26,20151105141,NoEvent,62,63,29.15,9,14,0,0,0
2015-05-11 15:00:00,1,22,20151105151,NoEvent,69,63,29.3,9,15,0,0,0
2015-05-11 16:00:00,1,20,20151105161,NoEvent,66,62,29.16,10,16,0,0,0
2015-05-11 17:00:00,1,20,20151105171,NoEvent,68,67,29.08,10,17,0,0,0
2015-05-11 18:00:00,1,22,20151105181,NoEvent,68,66,29.28,10,18,0,0,0
2015-05-11 19:00:00,1,26,20151105191,NoEvent,70,67,29.25,10,19,0,0,0
2015-05-11 20:00:00,1,22,20151105201,NoEvent,68,66,29.21,10,20,0,0,0
2015-05-11 21:00:00,1,21,20151105211,NoEvent,69,61,29.19,11,21,0,0,0
2015-05-11 22:00:00,1,21,20151105221,NoEvent,68,62,29.28,12,22,0,0,0
2015-05-11 23:00:00,1,21,20151105231,NoEvent,70,62,29.04,12,23,0,0,0
2015-06-11 00:00:00,1,16,20151106001,NoEvent,68,63,29.23,1,0,3,0,0
2015-06-11 01:00:00,1,18,20151106011,NoEvent,64,67,29.14,2,1,3,0,0
2015-06-11 02:00:00,1,19,20151106021,NoEvent,59,65,29.16,2,2,3,0,0
2015-06-11 03:00:00,1,14,20151106031,NoEvent,55,69,29.26,2,3,3,0,0
2015-06-11 04:00:00,1,12,20151106041,NoEvent,55,71,29.01,2,4,3,0,0
2015-06-11 05:00:00,1,13,20151106051,NoEvent,48,74,29.27,2,5,3,0,0
2015-06-11 06:00:00,1,14,20151106061,NoEvent,50,74,28.99,3,6,3,0,0
2015-06-11 07:00:00,1,14,20151106071,NoEvent,46,69,29.27,4,7,3,0,0
2015-06-11 08:00:00,1,13,20151106081,NoEvent,47,70,29.03,4,8,3,0,0
2015-06-11 09:00:00,1,20,20151106091,NoEvent,52,74,29.29,4,9,3,0,0
2015-06-11 10:00:00,1,22,20151106101,NoEvent,51,73,29.12,4,10,3,0,0
2015-06-11 11:00:00,1,26,20151106111,NoEvent,51,70,29.17,4,11,3,0,0
2015-06-11 12:00:00,1,26,20151106121,NoEvent,55,67,29.25,4,12,3,0,0
2015-06-11 13:00:00,1,21,20151106131,NoEvent,55,67,29.02,5,13,3,0,0
2015-06-11 14:00:00,1,23,20151106141,NoEvent,60,67,29.29,5,14,3,0,0
2015-06-11 15:00:00,1,23,20151106151,NoEvent,62,66,29.29,6,15,3,0,0
2015-06-11 16:00:00,1,19,20151106161,NoEvent,64,61,29.01,7,16,3,0,0
2015-06-11 17:00:00,1,19,20151106171,NoEvent,62,62,29.3,7,17,3,0,0
2015-06-11 18:00:00,1,20,20151106181,NoEvent,67,66,29.22,7,18,3,0,0
2015-06-11 19:00:00,1,24,20151106191,NoEvent,66,61,29.03,7,19,3,0,0
2015-06-11 20:00:00,1,18,20151106201,NoEvent,63,66,29.28,7,20,3,0,0
2015-06-11 21:00:00,1,19,20151106211,NoEvent,62,61,29.16,7,21,3,0,0
2015-06-11 22:00:00,1,16,20151106221,NoEvent,63,66,29.25,8,22,3,0,0
2015-06-11 23:00:00,1,17,20151106231,NoEvent,66,66,29.3,8,23,3,0,0
2015-07-11 00:00:00,1,16,20151107001,NoEvent,69,89,29.01,0,0,5,1,0
2015-07-11 01:00:00,1,16,20151107011,NoEvent,64,93,29.23,0,1,5,1,0
2015-07-11 02:00:00,1,10,20151107021,NoEvent,56,93,29.09,1,2,5,1,0
2015-07-11 03:00:00,1,9,20151107031,NoEvent,55,98,28.99,1,3,5,1,0
2015-07-11 04:00:00,1,8,20151107041,NoEvent,52,100,29.17,2,4,5,1,0
2015-07-11 05:00:00,1,7,20151107051,NoEvent,44,101,29.09,2,5,5,1,0
2015-07-11 06:00:00,1,9,20151107061,NoEvent,47,99,29.29,2,6,5,1,0
2015-07-11 07:00:00,1,8,20151107071,NoEvent,45,103,29.2,3,7,5,1,0
2015-07-11 08:00:00,1,12,20151107081,NoEvent,44,98,29.28,4,8,5,1,0
2015-07-11 09:00:00,1,13,20151107091,NoEvent,47,97,29.09,4,9,5,1,0
2015-07-11 10:00:00,1,17,20151107101,NoEvent,44,102,29.02,5,10,5,1,0
2015-07-11 11:00:00,1,14,20151107111,NoEvent,48,97,29.18,5,11,5,1,0
2015-07-11 12:00:00,1,14,20151107121,NoEvent,51,96,29.02,6,12,5,1,0
2015-07-11 13:00:00,1,14,20151107131,NoEvent,53,93,29.06,7,13,5,1,0
2015-07-11 14:00:00,1,14,20151107141,NoEvent,55,91,29.1,7,14,5,1,0
2015-07-11 15:00:00,1,11,20151107151,NoEvent,59,90,29.11,7,15,5,1,0
2015-07-11 16:00:00,1,15,20151107161,NoEvent,64,90,29.05,7,16,5,1,0
2015-07-11 17:00:00,1,13,20151107171,NoEvent,64,95,29.17,7,17,5,1,0
2015-07-11 18:00:00,1,12,20151107181,NoEvent,59,91,29.24,7,18,5,1,0
2015-07-11 19:00:00,1,17,20151107191,NoEvent,65,89,29.03,7,19,5,1,0
2015-07-11 20:00:00,1,18,20151107201,NoEvent,60,94,29.06,7,20,5,1,0
2015-07-11 21:00:00,1,17,20151107211,NoEvent,64,89,29.28,8,21,5,1,0
2015-07-11 22:00:00,1,16,20151107221,NoEvent,63,91,29.28,8,22,5,1,0
2015-07-11 23:00:00,1,15,20151107231,NoEvent,59,89,29.23,9,23,5,1,0
2015-08-11 00:00:00,1,13,20151108001,NoEvent,64,80,29.23,0,0,1,0,0
2015-08-11 01:00:00,1,16,20151108011,NoEvent,63,82,29.05,0,1,1,0,0
2015-08-11 02:00:00,1,11,20151108021,NoEvent,61,84,29.05,0,2,1,0,0
2015-08-11 03:00:00,1,8,20151108031,NoEvent,51,87,29.14,1,3,1,0,0
2015-08-11 04:00:00,1,10,20151108041,NoEvent,48,93,29.2,2,4,1,0,0
2015-08-11 05:00:00,1,10,20151108051,NoEvent,43,95,29.08,3,5,1,0,0
2015-08-11 06:00:00,1,10,20151108061,NoEvent,44,95,29.21,4,6,1,0,0
2015-08-11 07:00:00,1,9,20151108071,NoEvent,47,90,29.11,4,7,1,0,0
2015-08-11 08:00:00,1,11,20151108081,NoEvent,44,96,29.09,4,8,1,0,0
2015-08-11 09:00:00,1,12,20151108091,NoEvent,49,92,29.24,4,9,1,0,0
2015-08-11 10:00:00,1,18,20151108101,NoEvent,48,96,29.08,4,10,1,0,0
2015-08-11 11:00:00,1,14,20151108111,NoEvent,45,91,29.1,5,11,1,0,0
2015-08-11 12:00:00,1,17,20151108121,NoEvent,53,90,29.13,5,12,1,0,0
2015-08-11 13:00:00,1,14,20151108131,NoEvent,52,90,29.28,6,13,1,0,0
2015-08-11 14:00:00,1,14,20151108141,NoEvent,57,86,29.04,6,14,1,0,0
2015-08-11 15:00:00,1,14,20151108151,NoEvent,60,83,29.2,7,15,1,0,0
2015-08-11 16:00:00,1,12,20151108161,NoEvent,59,87,29.16,8,16,1,0,0
2015-08-11 17:00:00,1,14,20151108171,NoEvent,64,82,29.19,8,17,1,0,0
2015-08-11 18:00:00,1,18,20151108181,NoEvent,63,86,29.02,9,18,1,0,0
2015-08-11 19:00:00,1,13,20151108191,NoEvent,61,82,29.0,10,19,1,0,0
2015-08-11 20:00:00,1,16,20151108201,NoEvent,65,82,29.05,10,20,1,0,0
2015-08-11 21:00:00,1,18,20151108211,NoEvent,65,82,29.02,11,21,1,0,0
2015-08-11 22:00:00,1,14,20151108221,NoEvent,61,84,29.17,11,22,1,0,0
2015-08-11 23:00:00,1,14,20151108231,NoEvent,60,82,29.05,12,23,1,0,0
2015-09-11 00:00:00,1,13,20151109001,NoEvent,70,95,29.08,0,0,4,0,0
2015-09-11 01:00:00,1,15,20151109011,NoEvent,62,99,29.16,0,1,4,0,0
2015-09-11 02:00:00,1,11,20151109021,NoEvent,58,98,29.28,0,2,4,0,0
2015-09-11 03:00:00,1,10,20151109031,NoEvent,58,105,29.0,0,3,4,0,0
2015-09-11 04:00:00,1,9,20151109041,NoEvent,55,107,29.26,0,4,4,0,0
2015-09-11 05:00:00,1,8,20151109051,NoEvent,50,104,29.1,0,5,4,0,0
2015-09-11 06:00:00,1,8,20151109061,NoEvent,47,107,29.21,0,6,4,0,0
2015-09-11 07:00:00,1,10,20151109071,NoEvent,46,104,29.14,0,7,4,0,0
2015-09-11 08:00:00,1,11,20151109081,NoEvent,47,108,29.12,1,8,4,0,0
2015-09-11 09:00:00,1,17,20151109091,NoEvent,50,109,29.27,1,9,4,0,0
2015-09-11 10:00:00,1,19,20151109101,NoEvent,48,107,29.05,2,10,4,0,0
2015-09-11 11:00:00,1,22,20151109111,NoEvent,46,109,29.1,2,11,4,0,0
2015-09-11 12:00:00,1,23,20151109121,NoEvent,55,105,29.0,2,12,4,0,0
2015-09-11 13:00:00,1,23,20151109131,NoEvent,60,104,29.01,3,13,4,0,0
2015-09-11 14:00:00,1,24,20151109141,NoEvent,63,98,29.29,3,14,4,0,0
2015-09-11 15:00:00,1,24,20151109151,NoEvent,63,99,29.01,4,15,4,0,0
2015-09-11 16:00:00,1,19,20151109161,NoEvent,63,100,29.25,4,16,4,0,0
2015-09-11 17:00:00,1,19,20151109171,NoEvent,67,96,29.07,5,17,4,0,0
2015-09-11 18:00:00,1,20,20151109181,NoEvent,64,99,29.16,6,18,4,0,0
2015-09-11 19:00:00,1,31,20151109191,NoEvent,63,97,29.29,6,19,4,0,0
2015-09-11 20:00:00,1,25,20151109201,NoEvent,68,101,29.28,6,20,4,0,0
2015-09-11 21:00:00,1,35,20151109211,NoEvent,67,95,29.11,6,21,4,0,0
2015-09-11 22:00:00,1,21,20151109221,NoEvent,66,96,29.0,7,22,4,0,0
2015-09-11 23:00:00,1,24,20151109231,NoEvent,68,95,29.2,7,23,4,0,0
2015-10-11 00:00:00,1,19,20151110001,NoEvent,60,84,29.02,1,0,6,1,0
2015-10-11 01:00:00,1,19,20151110011,NoEvent,60,86,29.09,2,1,6,1,0
2015-10-11 02:00:00,1,18,20151110021,NoEvent,55,89,29.01,2,2,6,1,0
2015-10-11 03:00:00,1,17,20151110031,NoEvent,47,91,29.12,2,3,6,1,0
2015-10-11 04:00:00,1,12,20151110041,NoEvent,48,97,29.1,2,4,6,1,0
2015-10-11 05:00:00,1,10,20151110051,NoEvent,44,94,29.18,3,5,6,1,0
2015-10-11 06:00:00,1,14,20151110061,NoEvent,44,96,29.07,4,6,6,1,0
2015-10-11 07:00:00,1,15,20151110071,NoEvent,38,96,29.19,5,7,6,1,0
2015-10-11 08:00:00,1,14,20151110081,NoEvent,40,99,29.19,5,8,6,1,0
2015-10-11 09:00:00,1,34,20151110091,NoEvent,43,94,29.28,5,9,6,1,0
2015-10-11 10:00:00,1,40,20151110101,NoEvent,40,100,29.13,5,10,6,1,0
2015-10-11 11:00:00,1,38,20151110111,NoEvent,39,95,29.01,6,11,6,1,0
2015-10-11 12:00:00,1,36,20151110121,NoEvent,42,96,29.16,6,12,6,1,0
2015-10-11 13:00:00,1,27,20151110131,NoEvent,46,91,29.09,6,13,6,1,0
2015-10-11 14:00:00,1,48,20151110141,NoEvent,52,89,29.0,6,14,6,1,0
2015-10-11 15:00:00,1,43,20151110151,NoEvent,58,91,29.24,7,15,6,1,0
2015-10-11 16:00:00,1,41,20151110161,NoEvent,58,88,29.19,7,16,6,1,0
2015-10-11 17:00:00,1,35,20151110171,NoEvent,56,91,29.02,8,17,6,1,0
2015-10-11 18:00:00,1,40,20151110181,NoEvent,55,88,29.2,8,18,6,1,0
2015-10-11 19:00:00,1,40,20151110191,NoEvent,56,86,29.14,9,19,6,1,0
2015-10-11 20:00:00,1,40,20151110201,NoEvent,54,88,29.11,9,20,6,1,0
2015-10-11 21:00:00,1,36,20151110211,NoEvent,56,92,29.16,10,21,6,1,0
2015-10-11 22:00:00,1,37,20151110221,NoEvent,59,91,29.27,10,22,6,1,0
2015-10-11 23:00:00,1,35,20151110231,NoEvent,55,86,29.05,10,23,6,1,0
2015-11-11 00:00:00,1,28,20151111001,NoEvent,59,63,29.06,0,0,2,0,0
2015-11-11 01:00:00,1,25,20151111011,NoEvent,57,69,29.13,0,1,2,0,0
2015-11-11 02:00:00,1,19,20151111021,NoEvent,55,70,29.02,1,2,2,0,0
2015-11-11 03:00:00,1,21,20151111031,NoEvent,53,74,29.05,2,3,2,0,0
2015-11-11 04:00:00,1,20,20151111041,NoEvent,47,76,29.07,3,4,2,0,0
2015-11-11 05:00:00,1,15,20151111051,NoEvent,45,72,29.23,4,5,2,0,0
2015-11-11 06:00:00,1,17,20151111061,NoEvent,44,76,29.14,4,6,2,0,0
2015-11-11 07:00:00,1,14,20151111071,NoEvent,39,78,29.16,4,7,2,0,0
2015-11-11 08:00:00,1,19,20151111081,NoEvent,43,76,29.06,5,8,2,0,0
2015-11-11 09:00:00,1,22,20151111091,NoEvent,40,72,29.05,5,9,2,0,0
2015-11-11 10:00:00,1,30,20151111101,NoEvent,44,73,28.99,6,10,2,0,0
2015-11-11 11:00:00,1,26,20151111111,NoEvent,44,74,29.01,7,11,2,0,0
2015-11-11 12:00:00,1,26,20151111121,NoEvent,45,74,29.05,8,12,2,0,0
2015-11-11 13:00:00,1,23,20151111131,NoEvent,49,72,29.26,9,13,2,0,0
2015-11-11 14:00:00,1,23,20151111141,NoEvent,56,67,29.21,10,14,2,0,0
2015-11-11 15:00:00,1,24,20151111151,NoEvent,56,64,29.27,10,15,2,0,0
2015-11-11 16:00:00,1,22,20151111161,NoEvent,55,64,29.23,10,16,2,0,0
2015-11-11 17:00:00,1,24,20151111171,NoEvent,61,66,29.1,10,17,2,0,0
2015-11-11 18:00:00,1,26,20151111181,NoEvent,59,68,29.29,11,18,2,0,0
2015-11-11 19:00:00,1,27,20151111191,NoEvent,56,65,29.1,12,19,2,0,0
2015-11-11 20:00:00,1,22,20151111201,NoEvent,56,65,29.27,12,20,2,0,0
2015-11-11 21:00:00,1,23,20151111211,NoEvent,60,68,29.04,12,21,2,0,0
2015-11-11 22:00:00,1,22,20151111221,NoEvent,60,70,29.1,13,22,2,0,0
2015-11-11 23:00:00,1,22,20151111231,NoEvent,56,64,29.26,14,23,2,0,0
2015-12-11 00:00:00,1,22,20151112001,NoEvent,68,87,29.28,0,0,4,0,0
2015-12-11 01:00:00,1,17,20151112011,NoEvent,61,89,29.21,1,1,4,0,0
2015-12-11 02:00:00,1,15,20151112021,NoEvent,60,96,29.09,2,2,4,0,0
2015-12-11 03:00:00,1,12,20151112031,NoEvent,52,94,29.3,2,3,4,0,0
2015-12-11 04:00:00,1,13,20151112041,NoEvent,53,101,29.07,3,4,4,0,0
2015-12-11 05:00:00,1,9,20151112051,NoEvent,45,99,29.15,3,5,4,0,0
2015-12-11 06:00:00,1,14,20151112061,NoEvent,44,103,29.1,3,6,4,0,0
2015-12-11 07:00:00,1,13,20151112071,NoEvent,49,103,29.13,4,7,4,0,0
2015-12-11 08:00:00,1,15,20151112081,NoEvent,49,102,29.05,5,8,4,0,0
2015-12-11 09:00:00,1,27,20151112091,NoEvent,48,102,29.09,5,9,4,0,0
2015-12-11 10:00:00,1,39,20151112101,NoEvent,45,98,29.07,6,10,4,0,0
2015-12-11 11:00:00,1,40,20151112111,NoEvent,50,99,29.02,6,11,4,0,0
2015-12-11 12:00:00,1,36,20151112121,NoEvent,54,96,29.02,6,12,4,0,0
2015-12-11 13:00:00,1,34,20151112131,NoEvent,58,99,29.19,6,13,4,0,0
2015-12-11 14:00:00,1,33,20151112141,NoEvent,58,97,29.17,7,14,4,0,0
2015-12-11 15:00:00,1,28,20151112151,NoEvent,64,95,29.06,7,15,4,0,0
2015-12-11 16:00:00,1,30,20151112161,NoEvent,62,93,29.21,8,16,4,0,0
2015-12-11 17:00:00,1,26,20151112171,NoEvent,60,93,28.99,9,17,4,0,0
2015-12-11 18:00:00,1,30,20151112181,NoEvent,64,94,29.06,10,18,4,0,0
2015-12-11 19:00:00,1,35,20151112191,NoEvent,66,90,29.2,10,19,4,0,0
2015-12-11 20:00:00,1,38,20151112201,NoEvent,61,90,29.08,11,20,4,0,0
2015-12-11 21:00:00,1,34,20151112211,NoEvent,64,95,29.21,12,21,4,0,0
2015-12-11 22:00:00,1,30,20151112221,NoEvent,65,89,29.11,12,22,4,0,0
2015-12-11 23:00:00,1,27,20151112231,NoEvent,66,91,29.28,12,23,4,0,0
2015-11-13 00:00:00,1,24,20151113001,NoEvent,63,97,29.05,1,0,4,0,0
2015-11-13 01:00:00,1,21,20151113011,NoEvent,61,99,29.08,2,1,4,0,0
2015-11-13 02:00:00,1,16,20151113021,NoEvent,55,104,29.24,3,2,4,0,0
2015-11-13 03:00:00,1,16,20151113031,NoEvent,57,106,29.02,3,3,4,0,0
2015-11-13 04:00:00,1,13,20151113041,NoEvent,49,106,29.22,3,4,4,0,0
2015-11-13 05:00:00,1,11,20151113051,NoEvent,43,108,29.25,3,5,4,0,0
2015-11-13 06:00:00,1,13,20151113061,NoEvent,49,107,29.08,3,6,4,0,0
2015-11-13 07:00:00,1,15,20151113071,NoEvent,47,112,29.29,3,7,4,0,0
2015-11-13 08:00:00,1,17,20151113081,NoEvent,49,111,29.28,4,8,4,0,0
2015-11-13 09:00:00,1,18,20151113091,NoEvent,48,108,29.14,5,9,4,0,0
2015-11-13 10:00:00,1,24,20151113101,NoEvent,49,107,29.26,5,10,4,0,0
2015-11-13 11:00:00,1,41,20151113111,NoEvent,43,108,29.21,6,11,4,0,0
2015-11-13 12:00:00,1,29,20151113121,NoEvent,48,106,29.19,7,12,4,0,0
